source,target,interaction,question,option,is_diagnosis
Q194,pf1,No,Do you have a history of infections?,No,0
Q195,pg1,Yes,Have you been diagnosed with any autoimmune diseases?,Yes,0
Q195,ph1,No,Have you been diagnosed with any autoimmune diseases?,No,0
ho1,ho2,Yes,Do you experience abdominal pain or discomfort?,Yes,0
ho1,ho3,No,Do you experience abdominal pain or discomfort?,No,0
ho2,ho4,Yes,Have you recently experienced weight loss or changes in appetite?,Yes,0
ho2,ho5,No,Have you recently experienced weight loss or changes in appetite?,No,0
ho3,ho6,Yes,Do you have a history of sinus infections or allergies?,Yes,0
ho3,ho7,No,Do you have a history of sinus infections or allergies?,No,0
ho4,ho8,Yes,Do you have a history of gastrointestinal issues or have you recently started new medications?,Yes,0
ho4,ho9,No,Do you have a history of gastrointestinal issues or have you recently started new medications?,No,0
ho5,ho10,Yes,Do you have a history of dental issues or have you recently experienced facial trauma?,Yes,0
ho5,ho11,No,Do you have a history of dental issues or have you recently experienced facial trauma?,No,0
ho6,ho12,Yes,Do you experience facial pain during allergy season or when exposed to allergens?,Yes,0
ho6,ho13,No,Do you experience facial pain during allergy season or when exposed to allergens?,No,0
ho7,ho14,Yes,Do you have a history of headaches or migraines?,Yes,0
ho7,ho15,No,Do you have a history of headaches or migraines?,No,0
ho8,sinusitis,Yes,"Do you experience nausea, vomiting, or diarrhea?",Yes,1
ho8,migraine,Yes,"Do you experience nausea, vomiting, or diarrhea?",Yes,1
ho8,neuropathy,No,"Do you experience nausea, vomiting, or diarrhea?",No,1
ho8,trigeminal neuralgia,No,"Do you experience nausea, vomiting, or diarrhea?",No,1
ho9,migraine,Yes,Do you experience sensitivity to light or sound?,Yes,1
ho9,cluster headache,Yes,Do you experience sensitivity to light or sound?,Yes,1
ho9,neuropathy,No,Do you experience sensitivity to light or sound?,No,1
ho9,trigeminal neuralgia,No,Do you experience sensitivity to light or sound?,No,1
ho10,dental abscess,Yes,Is the pain localized around a specific tooth or teeth?,Yes,1
ho10,pulpitis,Yes,Is the pain localized around a specific tooth or teeth?,Yes,1
ho10,temporomandibular joint disorder,No,Is the pain localized around a specific tooth or teeth?,No,1
ho10,neuropathic pain,No,Is the pain localized around a specific tooth or teeth?,No,1
ho11,temporomandibular joint disorder,Yes,Do you experience pain or discomfort when chewing or opening your mouth?,Yes,1
ho11,trigeminal neuralgia,Yes,Do you experience pain or discomfort when chewing or opening your mouth?,Yes,1
ho11,neuropathy,No,Do you experience pain or discomfort when chewing or opening your mouth?,No,1
ho11,atypical facial pain,No,Do you experience pain or discomfort when chewing or opening your mouth?,No,1
ho12,allergic rhinitis,Yes,Do you have a history of asthma or eczema?,Yes,1
ho12,sinusitis,Yes,Do you have a history of asthma or eczema?,Yes,1
ho12,herpes zoster,No,Do you have a history of asthma or eczema?,No,1
ho12,conjunctivitis,No,Do you have a history of asthma or eczema?,No,1
ho13,sinusitis,Yes,Do you experience facial pain or pressure when bending over or lying down?,Yes,1
ho13,migraine,Yes,Do you experience facial pain or pressure when bending over or lying down?,Yes,1
ho13,neuropathy,No,Do you experience facial pain or pressure when bending over or lying down?,No,1
ho13,trigeminal neuralgia,No,Do you experience facial pain or pressure when bending over or lying down?,No,1
ho14,migraine,Yes,Do you experience visual disturbances or aura before the onset of facial pain?,Yes,1
ho14,cluster headache,Yes,Do you experience visual disturbances or aura before the onset of facial pain?,Yes,1
ho14,trigeminal neuralgia,No,Do you experience visual disturbances or aura before the onset of facial pain?,No,1
ho14,cranial neuralgia,No,Do you experience visual disturbances or aura before the onset of facial pain?,No,1
ho15,trigeminal neuralgia,Yes,"Is the pain sharp, stabbing, or burning?",Yes,1
ho15,neuropathy,Yes,"Is the pain sharp, stabbing, or burning?",Yes,1
ho15,temporomandibular joint disorder,No,"Is the pain sharp, stabbing, or burning?",No,1
ho15,toothache,No,"Is the pain sharp, stabbing, or burning?",No,1
hp1,hp2,op1Text,Do you have any facial swelling or redness?,op1Text,0
hp1,hp3,op2Text,Do you have any facial swelling or redness?,op2Text,0
hp2,hp4,op1Text,Have you experienced any recent trauma or injury to your face?,op1Text,0
hp2,hp5,op2Text,Have you experienced any recent trauma or injury to your face?,op2Text,0
hp3,hp6,op1Text,Do you have a history of dental problems or toothaches?,op1Text,0
hp3,hp7,op2Text,Do you have a history of dental problems or toothaches?,op2Text,0
hp4,hp8,op1Text,Is the pain constant or does it come and go?,op1Text,0
hp4,hp9,op2Text,Is the pain constant or does it come and go?,op2Text,0
hp5,hp10,op1Text,Do you have a history of headaches or migraines?,op1Text,0
hp5,hp11,op2Text,Do you have a history of headaches or migraines?,op2Text,0
hp6,hp12,op1Text,Is the pain sharp and stabbing or dull and throbbing?,op1Text,0
hp6,hp13,op2Text,Is the pain sharp and stabbing or dull and throbbing?,op2Text,0
hp7,hp14,op1Text,Do you have any known allergies or a history of sinus problems?,op1Text,0
hp7,hp15,op2Text,Do you have any known allergies or a history of sinus problems?,op2Text,0
hp8,cellulitis,Op1Text,QueText,Op1Text,1
hp8,orbital cellulitis,Op1Text,QueText,Op1Text,1
hp8,neurovascular injury,Op2Text,QueText,Op2Text,1
hp8,trigeminal nerve inflammation,Op2Text,QueText,Op2Text,1
hp9,acute bacterial pharyngitis,Op1Text,QueText,Op1Text,1
hp9,acute folliculitis,Op1Text,QueText,Op1Text,1
hp9,furuncle of face,Op2Text,QueText,Op2Text,1
hp9,gingival abscess,Op2Text,QueText,Op2Text,1
hp10,sinusitis,Op1Text,QueText,Op1Text,1
hp10,migraine,Op1Text,QueText,Op1Text,1
hp10,atypical facial pain,Op2Text,QueText,Op2Text,1
hp10,herpes zoster,Op2Text,QueText,Op2Text,1
hp11,trigeminal neuralgia,Op1Text,QueText,Op1Text,1
hp11,temporomandibular joint disorder,Op1Text,QueText,Op1Text,1
hp11,neuropathic pain,Op2Text,QueText,Op2Text,1
hp11,cluster headache,Op2Text,QueText,Op2Text,1
hp12,cranial neuralgia,Op1Text,QueText,Op1Text,1
hp12,dental calculus,Op1Text,QueText,Op1Text,1
hp12,fracture of tooth,Op2Text,QueText,Op2Text,1
hp12,gingival and periodontal diseases,Op2Text,QueText,Op2Text,1
hp13,aphthous ulcer of mouth,Op1Text,QueText,Op1Text,1
hp13,oral submucous fibrosis,Op1Text,QueText,Op1Text,1
hp13,sinusitis,Op2Text,QueText,Op2Text,1
hp13,migraine,Op2Text,QueText,Op2Text,1
hp14,allergic rhinitis,Op1Text,QueText,Op1Text,1
hp14,conjunctivitis,Op1Text,QueText,Op1Text,1
hp14,tonsillitis,Op2Text,QueText,Op2Text,1
hp14,otitis externa,Op2Text,QueText,Op2Text,1
hp15,otitis media,Op1Text,QueText,Op1Text,1
hp15,cellulitis,Op1Text,QueText,Op1Text,1
hp15,anxiety disorder,Op2Text,QueText,Op2Text,1
hp15,resorption of apex of root of tooth,Op2Text,QueText,Op2Text,1
hq1,hq2,op1Text,Do you have any nausea or vomiting?,op1Text,0
hq1,hq3,op2Text,Do you have any nausea or vomiting?,op2Text,0
hq2,hq4,op1Text,Have you experienced any recent weight loss or changes in appetite?,op1Text,0
hq2,hq5,op2Text,Have you experienced any recent weight loss or changes in appetite?,op2Text,0
hq3,hq6,op1Text,Do you have any difficulty swallowing or a sore throat?,op1Text,0
hq3,hq7,op2Text,Do you have any difficulty swallowing or a sore throat?,op2Text,0
hq4,hq8,op1Text,Do you have any history of gastrointestinal issues or peptic ulcers?,op1Text,0
hq4,hq9,op2Text,Do you have any history of gastrointestinal issues or peptic ulcers?,op2Text,0
hq5,hq10,op1Text,Do you have a history of migraines or headaches?,op1Text,0
hq5,hq11,op2Text,Do you have a history of migraines or headaches?,op2Text,0
hq6,hq12,op1Text,Have you recently had any dental work or oral infections?,op1Text,0
hq6,hq13,op2Text,Have you recently had any dental work or oral infections?,op2Text,0
hq7,hq14,op1Text,Do you have any history of sinus infections or allergies?,op1Text,0
hq7,hq15,op2Text,Do you have any history of sinus infections or allergies?,op2Text,0
hq8,neoplasm of oropharynx,Op1Text,QueText,Op1Text,1
hq8,gingival abscess,Op1Text,QueText,Op1Text,1
hq8,oral submucous fibrosis,Op2Text,QueText,Op2Text,1
hq8,aphthous ulcer of mouth,Op2Text,QueText,Op2Text,1
hq9,neurovascular injury,Op1Text,QueText,Op1Text,1
hq9,trigeminal nerve inflammation,Op1Text,QueText,Op1Text,1
hq9,neuropathic pain,Op2Text,QueText,Op2Text,1
hq9,cranial neuralgia,Op2Text,QueText,Op2Text,1
hq10,migraine,Op1Text,QueText,Op1Text,1
hq10,cluster headache,Op1Text,QueText,Op1Text,1
hq10,atypical facial pain,Op2Text,QueText,Op2Text,1
hq10,herpes zoster,Op2Text,QueText,Op2Text,1
hq11,trigeminal neuralgia,Op1Text,QueText,Op1Text,1
hq11,temporomandibular joint disorder,Op1Text,QueText,Op1Text,1
hq11,neuropathy,Op2Text,QueText,Op2Text,1
hq11,dental abscess,Op2Text,QueText,Op2Text,1
hq12,dental calculus,Op1Text,QueText,Op1Text,1
hq12,fracture of tooth,Op1Text,QueText,Op1Text,1
hq12,gingival and periodontal diseases,Op2Text,QueText,Op2Text,1
hq12,pulpitis,Op2Text,QueText,Op2Text,1
hq13,sinusitis,Op1Text,QueText,Op1Text,1
hq13,allergic rhinitis,Op1Text,QueText,Op1Text,1
hq13,herpes zoster,Op2Text,QueText,Op2Text,1
hq13,conjunctivitis,Op2Text,QueText,Op2Text,1
hq14,tonsillitis,Op1Text,QueText,Op1Text,1
hq14,otitis externa,Op1Text,QueText,Op1Text,1
hq14,otitis media,Op2Text,QueText,Op2Text,1
hq14,cellulitis,Op2Text,QueText,Op2Text,1
hq15,anxiety disorder,Op1Text,QueText,Op1Text,1
hq15,resorption of apex of root of tooth,Op1Text,QueText,Op1Text,1
hq15,post herpetic neuralgia,Op2Text,QueText,Op2Text,1
hq15,trigeminal autonomic cephalgia,Op2Text,QueText,Op2Text,1
hr1,hr2,op1Text,Do you have any swelling or redness on your face?,op1Text,0
hr1,hr3,op2Text,Do you have any swelling or redness on your face?,op2Text,0
hr2,hr4,op1Text,Have you experienced any recent trauma or injury to your face?,op1Text,0
hr2,hr5,op2Text,Have you experienced any recent trauma or injury to your face?,op2Text,0
hr3,hr6,op1Text,Do you have a history of dental problems or toothaches?,op1Text,0
hr3,hr7,op2Text,Do you have a history of dental problems or toothaches?,op2Text,0
hr4,hr8,op1Text,Is the pain constant or does it come and go?,op1Text,0
hr4,hr9,op2Text,Is the pain constant or does it come and go?,op2Text,0
hr5,hr10,op1Text,Do you have any numbness or tingling sensation in your face?,op1Text,0
hr5,hr11,op2Text,Do you have any numbness or tingling sensation in your face?,op2Text,0
hr6,hr12,op1Text,Is the pain worse when you chew or open your mouth wide?,op1Text,0
hr6,hr13,op2Text,Is the pain worse when you chew or open your mouth wide?,op2Text,0
hr7,hr14,op1Text,Do you have a history of headaches or migraines?,op1Text,0
hr7,hr15,op2Text,Do you have a history of headaches or migraines?,op2Text,0
hr8,cellulitis,Op1Text,QueText,Op1Text,1
hr8,injury of abdomen,Op1Text,QueText,Op1Text,1
hr8,neurovascular injury,Op2Text,QueText,Op2Text,1
hr8,orbital cellulitis,Op2Text,QueText,Op2Text,1
hr9,trigeminal autonomic cephalalgia,Op1Text,QueText,Op1Text,1
hr9,trigeminal nerve inflammation,Op1Text,QueText,Op1Text,1
hr9,neuropathic pain,Op2Text,QueText,Op2Text,1
hr9,cluster headache,Op2Text,QueText,Op2Text,1
hr10,neuropathy,Op1Text,QueText,Op1Text,1
hr10,trigeminal neuralgia,Op1Text,QueText,Op1Text,1
hr10,cranial neuralgia,Op2Text,QueText,Op2Text,1
hr10,encephalitis,Op2Text,QueText,Op2Text,1
hr11,anxiety disorder,Op1Text,QueText,Op1Text,1
hr11,idiopathic disease,Op1Text,QueText,Op1Text,1
hr11,neurocirculatory asthenia,Op2Text,QueText,Op2Text,1
hr11,extrapyramidal disease,Op2Text,QueText,Op2Text,1
hr12,temporomandibular joint disorder,Op1Text,QueText,Op1Text,1
hr12,dental abscess,Op1Text,QueText,Op1Text,1
hr12,pulpitis,Op2Text,QueText,Op2Text,1
hr12,gingival abscess,Op2Text,QueText,Op2Text,1
hr13,dental calculus,Op1Text,QueText,Op1Text,1
hr13,fracture of tooth,Op1Text,QueText,Op1Text,1
hr13,gingival and periodontal diseases,Op2Text,QueText,Op2Text,1
hr13,aphthous ulcer of mouth,Op2Text,QueText,Op2Text,1
hr14,sinusitis,Op1Text,QueText,Op1Text,1
hr14,migraine,Op1Text,QueText,Op1Text,1
hr14,atypical facial pain,Op2Text,QueText,Op2Text,1
hr14,herpes zoster,Op2Text,QueText,Op2Text,1
hr15,toothache,Op1Text,QueText,Op1Text,1
hr15,oral submucous fibrosis,Op1Text,QueText,Op1Text,1
hr15,neoplasm of kidney,Op2Text,QueText,Op2Text,1
hr15,notalgia paresthetica,Op2Text,QueText,Op2Text,1
hs1,hs2,Yes,Do you experience heartburn or acid reflux?,Yes,0
hs1,hs3,No,Do you experience heartburn or acid reflux?,No,0
hs2,hs4,Yes,Do you take any medications for your gastrointestinal disorders?,Yes,0
hs2,hs5,No,Do you take any medications for your gastrointestinal disorders?,No,0
hs3,hs6,Yes,Do you have a history of sinus infections?,Yes,0
hs3,hs7,No,Do you have a history of sinus infections?,No,0
hs4,hs8,Yes,Has your medication been effective in managing your gastrointestinal symptoms?,Yes,0
hs4,hs9,No,Has your medication been effective in managing your gastrointestinal symptoms?,No,0
hs5,hs10,Yes,Have you tried any over-the-counter medications or home remedies for your gastrointestinal symptoms?,Yes,0
hs5,hs11,No,Have you tried any over-the-counter medications or home remedies for your gastrointestinal symptoms?,No,0
hs6,hs12,Yes,Have you been treated with antibiotics for sinus infections in the past?,Yes,0
hs6,hs13,No,Have you been treated with antibiotics for sinus infections in the past?,No,0
hs7,hs14,Yes,Do you have a history of headaches or migraines?,Yes,0
hs7,hs15,No,Do you have a history of headaches or migraines?,No,0
hs8,sinusitis,Yes,Do you experience any side effects from your medication?,Yes,1
hs8,medication side effect,Yes,Do you experience any side effects from your medication?,Yes,1
hs8,sinusitis,No,Do you experience any side effects from your medication?,No,1
hs9,sinusitis,Yes,Do you have any known allergies?,Yes,1
hs9,allergic rhinitis,Yes,Do you have any known allergies?,Yes,1
hs9,sinusitis,No,Do you have any known allergies?,No,1
hs10,sinusitis,Yes,Have these remedies been effective in managing your gastrointestinal symptoms?,Yes,1
hs10,gastrointestinal disorder,Yes,Have these remedies been effective in managing your gastrointestinal symptoms?,Yes,1
hs10,sinusitis,No,Have these remedies been effective in managing your gastrointestinal symptoms?,No,1
hs11,sinusitis,Yes,Do you have any known allergies?,Yes,1
